State,County Code,State Abbrev,County Name,Crop Code,Crop Name,Crop Type Name,Crop Type,Intended Use,Planted Acres,Prevented Acres,Failed Acres
01,001,AL,AUTAUGA,0078,SUNFLOWERS,SUNFLOWER OIL,OIL,SD,27,0,0
01,001,AL,AUTAUGA,0087,TOMATOES,CHERRY,CHR,FH,0,0,0
01,001,AL,AUTAUGA,0087,TOMATOES,HYBRID,HYB,FH,1.24,0,0
01,001,AL,AUTAUGA,7506,"TREES, TIMBER",,,,1975.5,0,0
01,001,AL,AUTAUGA,0105,TURN AREAS,,,,3.4,0,0
01,001,AL,AUTAUGA,0757,WATERMELON,COMMON,COM,FH,143.78,0,0
01,001,AL,AUTAUGA,0757,WATERMELON,ICE BOX/SUGAR BABIES,SUG,FH,0.11,0,0
01,001,AL,AUTAUGA,0757,WATERMELON,JUBILEE,JUB,FH,70.84,0,0
01,001,AL,AUTAUGA,0757,WATERMELON,SEEDLESS,SED,FH,1.65,0,0
01,001,AL,AUTAUGA,0757,WATERMELON,STRIPED,STR,FH,0,0,0
01,001,AL,AUTAUGA,0011,WHEAT,HARD RED WINTER,HRW,GR,576.5,416.8,0
01,001,AL,AUTAUGA,0011,WHEAT,HARD RED WINTER,HRW,SD,85,0,0
01,001,AL,AUTAUGA,0011,WHEAT,SOFT RED WINTER,SRW,GR,0,26.1,0
01,001,AL,AUTAUGA,0777,WILDLIFE FOOD PLOT,,,,606.6,0,0
01,003,AL,BALDWIN,0047,BEANS,BUTTER,BUT,FH,32.9,0,0
01,003,AL,BALDWIN,0108,BLUEBERRIES,HIGHBUSH,HBS,FH,3,0,0
01,003,AL,BALDWIN,0108,BLUEBERRIES,RABBITEYE BLUEBERRIES,RAB,FH,3.5,0,0
01,003,AL,BALDWIN,9998,CANARY MELON,,,FH,0.3,0,0
01,003,AL,BALDWIN,0759,CANTALOUPES,,,FH,1.8,0,0
01,003,AL,BALDWIN,7321,CHRISTMAS TREES,LEYLAND,LEY,FH,13.5,0,0
01,003,AL,BALDWIN,7321,CHRISTMAS TREES,RED CEDAR,RED,FH,0.7,0,0
01,003,AL,BALDWIN,7321,CHRISTMAS TREES,VA PINE,VAP,FH,11.4,0,0
01,003,AL,BALDWIN,0041,CORN,SWEET,SWT,FH,655.2,0,0
01,003,AL,BALDWIN,0041,CORN,YELLOW,YEL,GR,3861.2,0,0
01,003,AL,BALDWIN,0021,"COTTON, UPLAND",,,,12322.6,0,0
01,003,AL,BALDWIN,9994,CRENSHAW MELON,,,FH,0.3,0,0
01,003,AL,BALDWIN,0099,CRP,,,1,42.7,0,0
01,003,AL,BALDWIN,0099,CRP,,,10,111.5,0,0
01,003,AL,BALDWIN,0099,CRP,,,11,3454.8,0,0
01,003,AL,BALDWIN,0099,CRP,,,12,97.5,0,0
01,003,AL,BALDWIN,0099,CRP,,,21,3.9,0,0
01,003,AL,BALDWIN,0099,CRP,,,22,57.8,0,0
01,003,AL,BALDWIN,0099,CRP,,,3,2170.3,0,0
01,003,AL,BALDWIN,0099,CRP,,,30,9,0,0
01,003,AL,BALDWIN,0099,CRP,,,55,22.7,0,0
01,003,AL,BALDWIN,0099,CRP,,,59,346.7,0,0
01,003,AL,BALDWIN,0099,CRP,,,60,334.6,0,0
01,003,AL,BALDWIN,0099,CRP,,,64,12.8,0,0
01,003,AL,BALDWIN,0132,CUCUMBERS,COMMON,COM,FH,0.7,0,0
01,003,AL,BALDWIN,0132,CUCUMBERS,ENGLISH,ENG,FH,2.5,0,0
01,003,AL,BALDWIN,0318,EGGPLANT,CHERRY EGGPLANT,CHE,FH,0.1,0,0
01,003,AL,BALDWIN,0101,FALLOW,,,,7479.1,0,0
01,003,AL,BALDWIN,0102,GRASS,ANNUAL RYEGRASS,RAN,FG,0,0,0
01,003,AL,BALDWIN,0102,GRASS,ANNUAL RYEGRASS,RAN,GZ,32.7,0,0
01,003,AL,BALDWIN,0102,GRASS,ANNUAL RYEGRASS,RAN,SD,0,0,0
01,003,AL,BALDWIN,0102,GRASS,ARGENTINE BAHIA,ARG,GZ,31,0,0
01,003,AL,BALDWIN,0102,GRASS,BAHIA,BHI,FG,2963.6,0,0
01,003,AL,BALDWIN,0102,GRASS,BAHIA,BHI,GZ,6425.4,0,0
01,003,AL,BALDWIN,0102,GRASS,BAHIA,BHI,LS,1382.3,0,0
01,003,AL,BALDWIN,0102,GRASS,CENTIPEDE,CEN,SD,162.2,0,0
01,003,AL,BALDWIN,0102,GRASS,CENTIPEDE,CEN,SO,3538.9,0,0
01,003,AL,BALDWIN,0102,GRASS,COASTAL BERMUDA,BCS,FG,774.8,0,0
01,003,AL,BALDWIN,0102,GRASS,COASTAL BERMUDA,BCS,GZ,191.6,0,0
01,003,AL,BALDWIN,0102,GRASS,COASTAL BERMUDA,BCS,LS,11.8,0,0
01,003,AL,BALDWIN,0102,GRASS,COMMON BERMUDA,BCM,FG,128.1,0,0
01,003,AL,BALDWIN,0102,GRASS,COMMON BERMUDA,BCM,GZ,46.9,0,0
01,003,AL,BALDWIN,0102,GRASS,COMMON BERMUDA,BCM,SO,215.4,0,0
01,003,AL,BALDWIN,0102,GRASS,CRABGRASS,CRG,FG,17.9,0,0
01,003,AL,BALDWIN,0102,GRASS,CRABGRASS,CRG,GZ,40.8,0,0
01,003,AL,BALDWIN,0102,GRASS,HYBRID BERMUDA,BGH,FG,83.5,0,0
01,003,AL,BALDWIN,0102,GRASS,HYBRID BERMUDA,BGH,GZ,3,0,0
01,003,AL,BALDWIN,0102,GRASS,HYBRID BERMUDA,BGH,SO,648.5,0,0
01,003,AL,BALDWIN,0102,GRASS,NATIVE,NAG,FG,322.6,0,0
01,003,AL,BALDWIN,0102,GRASS,SAINT AUGUSTINE,STA,SO,571.6,0,0
01,003,AL,BALDWIN,0102,GRASS,SUDAN,SUD,FG,91.9,0,0
01,003,AL,BALDWIN,0102,GRASS,SUDAN,SUD,GZ,17.9,0,0
01,003,AL,BALDWIN,0102,GRASS,ZOYSIA,ZOY,SO,410,0,0
01,003,AL,BALDWIN,4000,GREENS,COLLARDS,COL,FH,0,0,0
01,003,AL,BALDWIN,4000,GREENS,HYBRID MUSTARD,HYB,FH,0,0,0
01,003,AL,BALDWIN,4000,GREENS,TURNIP,TUR,FH,0,0,0
01,003,AL,BALDWIN,0772,HOME GARDEN,,,,4.7,0,0
01,003,AL,BALDWIN,1190,HONEY,,,TB,4,0,0
01,003,AL,BALDWIN,0080,MILLET,COMMON,COM,FG,17.8,0,0
01,003,AL,BALDWIN,0080,MILLET,COMMON,COM,GZ,142.2,0,0
01,003,AL,BALDWIN,0080,MILLET,COMMON,COM,SD,1151.6,0,0
01,003,AL,BALDWIN,1010,NURSERY,CONTAINER,CON,,28.8,0,0
01,003,AL,BALDWIN,1010,NURSERY,FIELD,FLD,,97,0,0
01,003,AL,BALDWIN,0016,OATS,SPRING,SPR,FG,140.4,0,0
01,003,AL,BALDWIN,0016,OATS,SPRING,SPR,GZ,138,0,0
01,003,AL,BALDWIN,0016,OATS,WINTER,WTR,FG,284.6,0,0
01,003,AL,BALDWIN,0016,OATS,WINTER,WTR,GR,1369.9,312.1,0
01,003,AL,BALDWIN,0016,OATS,WINTER,WTR,LS,138,0,0
01,003,AL,BALDWIN,0016,OATS,WINTER,WTR,SD,34.8,0,0
01,003,AL,BALDWIN,0016,OATS,WINTER,WTR,GZ,1501.9,0,0
01,003,AL,BALDWIN,0286,OKRA,,,FH,3,0,0
01,003,AL,BALDWIN,0023,ORANGES,MANDARINS,MND,FH,15.8,0,0
01,003,AL,BALDWIN,0075,PEANUTS,RUNNER PEANUTS,RUN,GP,137.5,0,0
01,003,AL,BALDWIN,0075,PEANUTS,RUNNER PEANUTS,RUN,NP,23553.1,0,0
01,003,AL,BALDWIN,0067,PEAS,CROWDER,CRO,FH,9.1,0,0
01,003,AL,BALDWIN,0067,PEAS,PURPLE HULL,PHL,FH,10,0,0
01,003,AL,BALDWIN,0146,PECANS,IMPROVED PECANS,IMP,,1631.6,0,0
01,003,AL,BALDWIN,0146,PECANS,NATIVE PECANS,NAT,,1106.4,0,0
01,003,AL,BALDWIN,0083,PEPPERS,GREEN BELL,GRN,FH,0.5,0,0
01,003,AL,BALDWIN,9033,PERENNIAL PEANUTS,,,FG,78.1,0,0
01,003,AL,BALDWIN,0084,POTATOES,IRISH REDSKINNED POTATOES,IRS,FH,222.6,0,0
01,003,AL,BALDWIN,0084,POTATOES,REDS,RED,FH,21,0,0
01,003,AL,BALDWIN,0156,POTATOES SWEET,BEAUREGARD,BEA,FH,1412,0,0
01,003,AL,BALDWIN,0147,PUMPKINS,JACK-O-LANTERN,JAC,FH,2.5,0,0
01,003,AL,BALDWIN,0094,RYE,,,GZ,178.5,0,0
01,003,AL,BALDWIN,0094,RYE,,,LS,44.1,0,0
01,003,AL,BALDWIN,0051,SORGHUM,GRAIN,GRS,GR,213.8,0,0
01,003,AL,BALDWIN,0081,SOYBEANS,COMMON,COM,GR,13946.7,0,0
01,003,AL,BALDWIN,0155,SQUASH,SUMMER SQUASH,SUM,FH,2.5,0,0
01,003,AL,BALDWIN,0155,SQUASH,WINTER SQUASH,WTR,FH,0,0,0
01,003,AL,BALDWIN,0154,STRAWBERRIES,,,FH,6,0,0
01,003,AL,BALDWIN,0078,SUNFLOWERS,SUNFLOWER OIL,OIL,SD,30.7,0,0
01,003,AL,BALDWIN,0087,TOMATOES,HYBRID,HYB,FH,1.8,0,0
01,003,AL,BALDWIN,7506,"TREES, TIMBER",,,,2100.4,0,0
01,003,AL,BALDWIN,0105,TURN AREAS,,,,568.9,0,0
01,003,AL,BALDWIN,0160,TURNIPS,HYBRID TURNIP,HYB,FH,0,0,0
01,003,AL,BALDWIN,0757,WATERMELON,COMMON,COM,FH,0,0,0
01,003,AL,BALDWIN,0757,WATERMELON,ICE BOX/SUGAR BABIES,SUG,FH,0,0,0
01,003,AL,BALDWIN,0757,WATERMELON,JUBILEE,JUB,FH,58.5,0,0
01,003,AL,BALDWIN,0757,WATERMELON,SEEDLESS,SED,FH,0,0,0
01,003,AL,BALDWIN,0757,WATERMELON,STRIPED,STR,FH,0,0,0
01,003,AL,BALDWIN,0011,WHEAT,SOFT RED WINTER,SRW,GR,4305.57,3274.7,139.9
01,003,AL,BALDWIN,0777,WILDLIFE FOOD PLOT,,,,140.1,0,0
01,005,AL,BARBOUR,0108,BLUEBERRIES,RABBITEYE BLUEBERRIES,RAB,FH,27.4,0,0
01,005,AL,BARBOUR,0265,CLOVER,CRIMSON CLOVER,CRM,SD,8.9,0,0
01,005,AL,BARBOUR,0041,CORN,YELLOW,YEL,GR,1667.4,0,0
01,005,AL,BARBOUR,0021,"COTTON, UPLAND",,,,5060,0,0
01,005,AL,BARBOUR,0099,CRP,,,12,1,0,0
01,005,AL,BARBOUR,0099,CRP,,,6,10.5,0,0
01,005,AL,BARBOUR,0099,CRP,,,64,260.5,0,0
01,005,AL,BARBOUR,0099,CRP,,,3,10503.4,0,0
01,005,AL,BARBOUR,0099,CRP,,,10,331,0,0
01,005,AL,BARBOUR,0099,CRP,,,30,840.8,0,0
01,005,AL,BARBOUR,0099,CRP,,,46,2.6,0,0
01,005,AL,BARBOUR,0099,CRP,,,11,5978.6,0,0
01,005,AL,BARBOUR,0099,CRP,,,1,31.3,0,0
01,005,AL,BARBOUR,0101,FALLOW,,,,10528.3,0,0
01,005,AL,BARBOUR,3000,FINFISH,BLUEGILL,BLU,FH,1,0,0
01,005,AL,BARBOUR,3000,FINFISH,CHANNEL CATFISH,CHN,FH,33.8,0,0
01,005,AL,BARBOUR,0053,GRAPES,MUSCADINE,MUS,FH,1,0,0
01,005,AL,BARBOUR,0102,GRASS,BAHIA,BHI,FG,6060.9,0,0
01,005,AL,BARBOUR,0102,GRASS,BAHIA,BHI,LS,307.3,0,0
01,005,AL,BARBOUR,0102,GRASS,BAHIA,BHI,SD,805.3,0,0
01,005,AL,BARBOUR,0102,GRASS,BAHIA,BHI,GZ,22795.68,0,0
01,005,AL,BARBOUR,0102,GRASS,COASTAL BERMUDA,BCS,FG,4686.5,0,0
01,005,AL,BARBOUR,0102,GRASS,COASTAL BERMUDA,BCS,GZ,5.9,0,0
01,005,AL,BARBOUR,0102,GRASS,COASTAL BERMUDA,BCS,LS,27,0,0
01,005,AL,BARBOUR,0102,GRASS,NATIVE,NAG,GZ,51.8,0,0
01,005,AL,BARBOUR,0102,GRASS,SUDAN,SUD,GZ,14.5,0,0
01,005,AL,BARBOUR,0772,HOME GARDEN,,,,9,0,0
01,005,AL,BARBOUR,0080,MILLET,COMMON,COM,GZ,50.1,0,0
01,005,AL,BARBOUR,0080,MILLET,COMMON,COM,SD,37.9,0,0
01,005,AL,BARBOUR,0080,MILLET,COMMON,COM,GR,36.7,0,0
01,005,AL,BARBOUR,0016,OATS,WINTER,WTR,GR,4.5,0,0
01,005,AL,BARBOUR,0016,OATS,WINTER,WTR,GZ,267.7,0,0
01,005,AL,BARBOUR,0016,OATS,WINTER,WTR,SD,63,0,0
01,005,AL,BARBOUR,0075,PEANUTS,RUNNER PEANUTS,RUN,NP,3988.7,0,0
01,005,AL,BARBOUR,0146,PECANS,IMPROVED PECANS,IMP,,321,0,0
01,005,AL,BARBOUR,0094,RYE,,,SD,19,0,0
01,005,AL,BARBOUR,0094,RYE,,,GZ,15,0,0
01,005,AL,BARBOUR,0051,SORGHUM,GRAIN,GRS,GR,201.3,0,0
01,005,AL,BARBOUR,0081,SOYBEANS,COMMON,COM,GR,1381.1,0,0
01,005,AL,BARBOUR,7506,"TREES, TIMBER",,,,5926.7,0,0
01,005,AL,BARBOUR,0105,TURN AREAS,,,,1192.44,0,0
01,005,AL,BARBOUR,0757,WATERMELON,JUBILEE,JUB,FH,7,0,0
01,005,AL,BARBOUR,0011,WHEAT,SOFT RED WINTER,SRW,SD,214.8,0,0
01,005,AL,BARBOUR,0011,WHEAT,SOFT RED WINTER,SRW,GR,192.1,50,0
01,005,AL,BARBOUR,0011,WHEAT,SOFT RED WINTER,SRW,GZ,895.5,0,0
01,005,AL,BARBOUR,0777,WILDLIFE FOOD PLOT,,,,29.6,0,0
01,007,AL,BIBB,0041,CORN,YELLOW,YEL,GR,88.1,0,0
01,007,AL,BIBB,0099,CRP,,,10,272.4,0,0
01,007,AL,BIBB,0099,CRP,,,3,27.95,0,0
01,007,AL,BIBB,0099,CRP,,,30,352.5,0,0
01,007,AL,BIBB,0099,CRP,,,12,1,0,0
01,007,AL,BIBB,0099,CRP,,,22,83.22,0,0
01,007,AL,BIBB,0099,CRP,,,11,95.76,0,0
01,007,AL,BIBB,0101,FALLOW,,,,98.3,0,0
01,007,AL,BIBB,0102,GRASS,BAHIA,BHI,FG,615.8,0,0
01,007,AL,BIBB,0102,GRASS,BAHIA,BHI,GZ,1581.6,0,0
01,007,AL,BIBB,0102,GRASS,COASTAL BERMUDA,BCS,GZ,933.9,0,0
01,007,AL,BIBB,0102,GRASS,COASTAL BERMUDA,BCS,FG,582.5,0,0
01,007,AL,BIBB,0102,GRASS,COMMON BERMUDA,BCM,FG,144.5,0,0
01,007,AL,BIBB,0102,GRASS,COMMON BERMUDA,BCM,GZ,204.58,0,0
01,007,AL,BIBB,0102,GRASS,CRABGRASS,CRG,FG,6.2,0,0
01,007,AL,BIBB,0102,GRASS,DALLIS,DAL,FG,48.1,0,0
01,007,AL,BIBB,0102,GRASS,DALLIS,DAL,GZ,68,0,0
01,007,AL,BIBB,0102,GRASS,JOHNSON,JOH,FG,94.9,0,0
01,007,AL,BIBB,0102,GRASS,JOHNSON,JOH,GZ,144.92,0,0
01,007,AL,BIBB,0102,GRASS,NATIVE,NAG,FG,3.5,0,0
01,007,AL,BIBB,0102,GRASS,NATIVE,NAG,GZ,147.6,0,0
01,007,AL,BIBB,0772,HOME GARDEN,,,,2.9,0,0
01,007,AL,BIBB,0016,OATS,WINTER,WTR,GR,22.4,0,0
01,007,AL,BIBB,0081,SOYBEANS,COMMON,COM,GR,125,0,0
01,007,AL,BIBB,7506,"TREES, TIMBER",,,,924.99,0,0
01,007,AL,BIBB,0105,TURN AREAS,,,,0.9,0,0
01,007,AL,BIBB,0776,WATER IMPOUNDMENT STRUCTURE,,,,16.6,0,0
01,007,AL,BIBB,0011,WHEAT,SOFT RED WINTER,SRW,GR,0,191,0
01,007,AL,BIBB,0777,WILDLIFE FOOD PLOT,,,,24,0,0
01,009,AL,BLOUNT,0104,ASPARAGUS,,,FH,0,0,0
01,009,AL,BLOUNT,0047,BEANS,BUTTER,BUT,FH,0,0,0
01,009,AL,BLOUNT,0047,BEANS,GREEN,GRN,FH,1.5,0,0
01,009,AL,BLOUNT,0047,BEANS,POLE,PLE,FH,1.5,0,0
01,009,AL,BLOUNT,0047,BEANS,SHELLI,SHL,FH,0,0,0
01,009,AL,BLOUNT,0642,BEETS,HYBRID,HYB,FH,0,0,0
01,009,AL,BLOUNT,0108,BLUEBERRIES,HIGHBUSH,HBS,FH,1.5,0,0
01,009,AL,BLOUNT,0110,BROCCOLI,,,FH,0,0,0
01,009,AL,BLOUNT,0116,CABBAGE,HYBRID CABBAGE,HYB,FH,0,0,0
01,009,AL,BLOUNT,0759,CANTALOUPES,,,FH,1.1,0,0
01,009,AL,BLOUNT,0041,CORN,SWEET,SWT,FH,10.2,0,0
01,009,AL,BLOUNT,0041,CORN,YELLOW,YEL,FG,16.6,0,0
01,009,AL,BLOUNT,0041,CORN,YELLOW,YEL,GR,1146.2,0,0
01,009,AL,BLOUNT,0021,"COTTON, UPLAND",,,,1394.4,0,0
01,009,AL,BLOUNT,0099,CRP,,,1,3.5,0,0
01,009,AL,BLOUNT,0099,CRP,,,10,302.9,0,0
01,009,AL,BLOUNT,0099,CRP,,,11,421.2,0,0
01,009,AL,BLOUNT,0099,CRP,,,12,3.5,0,0
01,009,AL,BLOUNT,0099,CRP,,,22,1.6,0,0
01,009,AL,BLOUNT,0099,CRP,,,3,166.8,0,0
01,009,AL,BLOUNT,0099,CRP,,,30,92.6,0,0
01,009,AL,BLOUNT,0099,CRP,,,38,1.4,0,0
01,009,AL,BLOUNT,0099,CRP,,,4,18.9,0,0
01,009,AL,BLOUNT,0099,CRP,,,46,100.8,0,0
01,009,AL,BLOUNT,0099,CRP,,,64,59.4,0,0
01,009,AL,BLOUNT,0132,CUCUMBERS,COMMON,COM,FH,0.1,0,0
01,009,AL,BLOUNT,0132,CUCUMBERS,PICKLING,PKL,FH,1.9,0,0
01,009,AL,BLOUNT,0318,EGGPLANT,CHERRY EGGPLANT,CHE,FH,0,0,0
01,009,AL,BLOUNT,0318,EGGPLANT,EUROPEAN,EUR,FH,1.4,0,0
01,009,AL,BLOUNT,0101,FALLOW,,,,200.5,0,0
01,009,AL,BLOUNT,0053,GRAPES,MUSCADINE,MUS,FH,1,0,0
01,009,AL,BLOUNT,0102,GRASS,ANNUAL RYEGRASS,RAN,FG,56.4,0,0
01,009,AL,BLOUNT,0102,GRASS,ANNUAL RYEGRASS,RAN,GZ,124.1,0,0
01,009,AL,BLOUNT,0102,GRASS,BAHIA,BHI,FG,185.2,0,0
01,009,AL,BLOUNT,0102,GRASS,BAHIA,BHI,GZ,376.1,0,0
01,009,AL,BLOUNT,0102,GRASS,BAHIA,BHI,LS,3.3,0,0
01,009,AL,BLOUNT,0102,GRASS,COASTAL BERMUDA,BCS,LS,13.1,0,0
01,009,AL,BLOUNT,0102,GRASS,COASTAL BERMUDA,BCS,FG,2899.8,0,0
01,009,AL,BLOUNT,0102,GRASS,COASTAL BERMUDA,BCS,GZ,1009.6,0,0
01,009,AL,BLOUNT,0102,GRASS,COMMON BERMUDA,BCM,FG,1258.6,0,0
01,009,AL,BLOUNT,0102,GRASS,COMMON BERMUDA,BCM,GZ,3048.2,0,0
01,009,AL,BLOUNT,0102,GRASS,COMMON BERMUDA,BCM,LS,42.5,0,0
01,009,AL,BLOUNT,0102,GRASS,CRABGRASS,CRG,GZ,24.1,0,0
01,009,AL,BLOUNT,0102,GRASS,"FESCUE, TALL",FTA,FG,2349.2,0,0
01,009,AL,BLOUNT,0102,GRASS,"FESCUE, TALL",FTA,GZ,11989.7,0,0
01,009,AL,BLOUNT,0102,GRASS,"FESCUE, TALL",FTA,LS,757.8,0,0
01,009,AL,BLOUNT,0102,GRASS,HYBRID BERMUDA,BGH,FG,48.8,0,0
01,009,AL,BLOUNT,0102,GRASS,HYBRID BERMUDA,BGH,GZ,0,0,0
01,009,AL,BLOUNT,0102,GRASS,JOHNSON,JOH,FG,18,0,0
01,009,AL,BLOUNT,0102,GRASS,NATIVE,NAG,FG,1.5,0,0
01,009,AL,BLOUNT,0102,GRASS,NATIVE,NAG,GZ,0.9,0,0
01,009,AL,BLOUNT,0102,GRASS,NATIVE,NAG,LS,48.8,0,0
01,009,AL,BLOUNT,4000,GREENS,COLLARDS,COL,FH,22.7,0,0
01,009,AL,BLOUNT,4000,GREENS,TURNIP,TUR,FH,41.2,0,0
01,009,AL,BLOUNT,0772,HOME GARDEN,,,,20.1,0,0
01,009,AL,BLOUNT,0273,LESPEDEZA,,,FG,23.2,0,0
01,009,AL,BLOUNT,0273,LESPEDEZA,,,GZ,20.5,0,0
01,009,AL,BLOUNT,0140,LETTUCE,CRISPHEAD,CRS,FH,0.7,0,0
01,009,AL,BLOUNT,0140,LETTUCE,LEAF LETTUCE,LEF,FH,0,0,0
01,009,AL,BLOUNT,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,FG,11.7,0,0
01,009,AL,BLOUNT,0286,OKRA,,,FH,0.6,0,0
01,009,AL,BLOUNT,0142,ONIONS,"SWEET, EARLY",SWE,FH,1,0,0
01,009,AL,BLOUNT,0034,PEACHES,CLING PEACHES,CLI,FH,8.1,0,0
01,009,AL,BLOUNT,0034,PEACHES,FREESTONE PEACHES,FRE,FH,15.4,0,0
01,009,AL,BLOUNT,0075,PEANUTS,RUNNER PEANUTS,RUN,GP,11.3,0,0
01,009,AL,BLOUNT,0075,PEANUTS,RUNNER PEANUTS,RUN,NP,397.2,0,0
01,009,AL,BLOUNT,0067,PEAS,PURPLE HULL,PHL,FH,6.2,0,0
01,009,AL,BLOUNT,0083,PEPPERS,BANANA,BAN,FH,0.5,0,0
01,009,AL,BLOUNT,0083,PEPPERS,CAYENNE,CAY,FH,0,0,0
01,009,AL,BLOUNT,0083,PEPPERS,CUBANELLS,CUB,FH,0,0,0
01,009,AL,BLOUNT,0083,PEPPERS,GREEN BELL,GRN,FH,4.3,0,0
01,009,AL,BLOUNT,0083,PEPPERS,HABANERO,HAB,FH,0,0,0
