State Code,County Code,State Name,County Name,Crop Code,Crop Name,Crop Type Name,Crop Type,Intended Use,Planted Acres,Prevented Acres,Failed Acres
01,003,AL,BALDWIN,0757,WATERMELON,SEEDLESS,SED,FH,0,0,0
01,003,AL,BALDWIN,0011,WHEAT,SOFT RED WINTER,SRW,GR,8704.29,0,0
01,003,AL,BALDWIN,0011,WHEAT,SOFT RED WINTER,SRW,LS,898.7,0,0
01,003,AL,BALDWIN,0757,WATERMELON,STRIPED,STR,FH,0,0,0
01,003,AL,BALDWIN,0155,SQUASH,SUMMER SQUASH,SUM,FH,4.25,0,0
01,003,AL,BALDWIN,0041,CORN,SWEET,SWT,FH,98,0,0
01,003,AL,BALDWIN,4000,GREENS,TURNIP,TUR,FH,7,0,0
01,003,AL,BALDWIN,7321,CHRISTMAS TREES,VA PINE,VAP,FH,11.4,0,0
01,003,AL,BALDWIN,0075,PEANUTS,VIRGINIA PEANUTS,VIR,GP,200.8,0,0
01,003,AL,BALDWIN,0016,OATS,WINTER,WTR,GZ,1586.19,0,0
01,003,AL,BALDWIN,0016,OATS,WINTER,WTR,SD,108.9,0,0
01,003,AL,BALDWIN,0016,OATS,WINTER,WTR,FG,204.7,0,0
01,003,AL,BALDWIN,0016,OATS,WINTER,WTR,GR,1005.56,0,0
01,003,AL,BALDWIN,0155,SQUASH,WINTER SQUASH,WTR,FH,0,0,0
01,003,AL,BALDWIN,0041,CORN,YELLOW,YEL,GR,4319.5,0,0
01,003,AL,BALDWIN,0759,CANTALOUPES,,,FH,10.4,0,0
01,003,AL,BALDWIN,0099,CRP,,,1,42.7,0,0
01,003,AL,BALDWIN,0099,CRP,,,10,119.3,0,0
01,003,AL,BALDWIN,0099,CRP,,,11,3846.2,0,0
01,003,AL,BALDWIN,0099,CRP,,,12,107,0,0
01,003,AL,BALDWIN,0099,CRP,,,21,3.9,0,0
01,003,AL,BALDWIN,0099,CRP,,,22,57.8,0,0
01,003,AL,BALDWIN,0099,CRP,,,3,2552.9,0,0
01,003,AL,BALDWIN,0099,CRP,,,30,9,0,0
01,003,AL,BALDWIN,0099,CRP,,,55,22.7,0,0
01,003,AL,BALDWIN,0099,CRP,,,59,346.77,0,0
01,003,AL,BALDWIN,0099,CRP,,,60,377.8,0,0
01,003,AL,BALDWIN,0099,CRP,,,64,12.8,0,0
01,003,AL,BALDWIN,0101,FALLOW,,,,8977.8,0,0
01,003,AL,BALDWIN,0772,HOME GARDEN,,,,6.8,0,0
01,003,AL,BALDWIN,1190,HONEY,,,TB,212,0,0
01,003,AL,BALDWIN,0286,OKRA,,,FH,10.75,0,0
01,003,AL,BALDWIN,9033,PERENNIAL PEANUTS,,,FG,47.3,0,0
01,003,AL,BALDWIN,9033,PERENNIAL PEANUTS,,,GZ,0,0,0
01,003,AL,BALDWIN,7506,"TREES, TIMBER",,,,1921.7,0,0
01,003,AL,BALDWIN,0105,TURN AREAS,,,,1282.41,0,0
01,003,AL,BALDWIN,0021,"COTTON, UPLAND",,,,8443.8,0,0
01,003,AL,BALDWIN,0777,WILDLIFE FOOD PLOT,,,,218.36,0,0
01,005,AL,BARBOUR,0102,GRASS,BAHIA,BHI,FG,6571.5,0,0
01,005,AL,BARBOUR,0102,GRASS,BAHIA,BHI,GZ,23372.8,0,0
01,005,AL,BARBOUR,0102,GRASS,BAHIA,BHI,LS,366.5,0,0
01,005,AL,BARBOUR,0102,GRASS,BAHIA,BHI,SD,912.3,0,0
01,005,AL,BARBOUR,0102,GRASS,CENTIPEDE,CEN,SO,93.4,0,0
01,005,AL,BARBOUR,3000,FINFISH,CHANNEL CATFISH,CHN,FH,36,0,0
01,005,AL,BARBOUR,0102,GRASS,COASTAL BERMUDA,BCS,FG,4774.6,0,0
01,005,AL,BARBOUR,0102,GRASS,COASTAL BERMUDA,BCS,GZ,15.7,0,0
01,005,AL,BARBOUR,0080,MILLET,COMMON,COM,GZ,50.3,0,0
01,005,AL,BARBOUR,0080,MILLET,COMMON,COM,SD,29.9,0,0
01,005,AL,BARBOUR,0081,SOYBEANS,COMMON,COM,GR,1168.6,0,0
01,005,AL,BARBOUR,0078,SUNFLOWERS,CONFECTIONERY - SUNFLOWER,NON,SD,14.7,0,0
01,005,AL,BARBOUR,0265,CLOVER,CRIMSON CLOVER,CRM,SD,8.9,0,0
01,005,AL,BARBOUR,0051,SORGHUM,GRAIN,GRS,GR,305.4,0,0
01,005,AL,BARBOUR,0051,SORGHUM,GRAIN,GRS,GZ,24.2,0,0
01,005,AL,BARBOUR,0051,SORGHUM,GRAIN,GRS,SD,7.6,0,0
01,005,AL,BARBOUR,0146,PECANS,IMPROVED PECANS,IMP,,322.7,0,0
01,005,AL,BARBOUR,0757,WATERMELON,JUBILEE,JUB,FH,12,0,0
01,005,AL,BARBOUR,0053,GRAPES,MUSCADINE,MUS,FH,1,0,0
01,005,AL,BARBOUR,0102,GRASS,NATIVE,NAG,FG,18.9,0,0
01,005,AL,BARBOUR,0067,PEAS,PARTRIDGE,PAR,SD,17.1,0,0
01,005,AL,BARBOUR,0108,BLUEBERRIES,RABBITEYE BLUEBERRIES,RAB,FH,27.4,0,0
01,005,AL,BARBOUR,0075,PEANUTS,RUNNER PEANUTS,RUN,GP,45.9,0,0
01,005,AL,BARBOUR,0075,PEANUTS,RUNNER PEANUTS,RUN,NP,3230.6,482.6,0
01,005,AL,BARBOUR,0011,WHEAT,SOFT RED WINTER,SRW,GR,848.4,0,0
01,005,AL,BARBOUR,0102,GRASS,SUDAN,SUD,FG,87.4,0,0
01,005,AL,BARBOUR,0102,GRASS,SUDAN,SUD,GZ,59.4,0,0
01,005,AL,BARBOUR,0102,GRASS,SUDAN,SUD,SO,34.2,0,0
01,005,AL,BARBOUR,0016,OATS,WINTER,WTR,GR,151.3,0,0
01,005,AL,BARBOUR,0016,OATS,WINTER,WTR,SD,70,0,0
01,005,AL,BARBOUR,0041,CORN,YELLOW,YEL,GR,2851.2,0,0
01,005,AL,BARBOUR,0099,CRP,,,1,49.6,0,0
01,005,AL,BARBOUR,0099,CRP,,,10,337,0,0
01,005,AL,BARBOUR,0099,CRP,,,11,6476.1,0,0
01,005,AL,BARBOUR,0099,CRP,,,12,1,0,0
01,005,AL,BARBOUR,0099,CRP,,,3,10564.5,0,0
01,005,AL,BARBOUR,0099,CRP,,,30,840.8,0,0
01,005,AL,BARBOUR,0099,CRP,,,46,2.6,0,0
01,005,AL,BARBOUR,0099,CRP,,,6,10.5,0,0
01,005,AL,BARBOUR,0099,CRP,,,64,215.4,0,0
01,005,AL,BARBOUR,0101,FALLOW,,,,11296.3,0,0
01,005,AL,BARBOUR,0772,HOME GARDEN,,,,15.2,0,0
01,005,AL,BARBOUR,0273,LESPEDEZA,,,SD,17.1,0,0
01,005,AL,BARBOUR,0094,RYE,,,GZ,139.6,0,0
01,005,AL,BARBOUR,0094,RYE,,,SD,49,0,0
01,005,AL,BARBOUR,7506,"TREES, TIMBER",,,,5605.22,0,0
01,005,AL,BARBOUR,0105,TURN AREAS,,,,1032.6,0,0
01,005,AL,BARBOUR,0021,"COTTON, UPLAND",,,,3515.3,87.5,0
01,005,AL,BARBOUR,0777,WILDLIFE FOOD PLOT,,,,12.1,0,0
01,007,AL,BIBB,0102,GRASS,BAHIA,BHI,FG,226.9,0,0
01,007,AL,BIBB,0102,GRASS,BAHIA,BHI,GZ,1506.72,0,0
01,007,AL,BIBB,0102,GRASS,COASTAL BERMUDA,BCS,FG,381.7,0,0
01,007,AL,BIBB,0102,GRASS,COASTAL BERMUDA,BCS,GZ,736.1,0,0
01,007,AL,BIBB,0757,WATERMELON,COMMON,COM,FH,20.13,0,0
01,007,AL,BIBB,0102,GRASS,COMMON BERMUDA,BCM,FG,95.1,0,0
01,007,AL,BIBB,0102,GRASS,COMMON BERMUDA,BCM,GZ,201.38,0,0
01,007,AL,BIBB,0102,GRASS,CRABGRASS,CRG,FG,6.2,0,0
01,007,AL,BIBB,0102,GRASS,DALLIS,DAL,GZ,55,0,0
01,007,AL,BIBB,0102,GRASS,JOHNSON,JOH,FG,131.2,0,0
01,007,AL,BIBB,0102,GRASS,JOHNSON,JOH,GZ,135.69,0,0
01,007,AL,BIBB,0102,GRASS,NATIVE,NAG,FG,7.2,0,0
01,007,AL,BIBB,0102,GRASS,NATIVE,NAG,GZ,113.6,0,0
01,007,AL,BIBB,0011,WHEAT,SOFT RED WINTER,SRW,GR,213.4,0,0
01,007,AL,BIBB,0099,CRP,,,10,272.37,0,0
01,007,AL,BIBB,0099,CRP,,,30,352.5,0,0
01,007,AL,BIBB,0099,CRP,,,22,83.22,0,0
01,007,AL,BIBB,0099,CRP,,,3,27.95,0,0
01,007,AL,BIBB,0099,CRP,,,11,95.69,0,0
01,007,AL,BIBB,0099,CRP,,,12,1,0,0
01,007,AL,BIBB,0101,FALLOW,,,,184.4,0,0
01,007,AL,BIBB,0772,HOME GARDEN,,,,4.85,0,0
01,007,AL,BIBB,7506,"TREES, TIMBER",,,,1111.99,0,0
01,007,AL,BIBB,0105,TURN AREAS,,,,14.6,0,0
01,007,AL,BIBB,0777,WILDLIFE FOOD PLOT,,,,42,0,0
01,007,AL,BIBB,0776,WATER IMPOUNDMENT STRUCTURE,,,,10.6,0,0
01,009,AL,BLOUNT,0296,MIXED FORAGE,2 OR MORE INTERSEEDED GRASS MI,IGS,FG,42.7,0,0
01,009,AL,BLOUNT,0102,GRASS,ANNUAL RYEGRASS,RAN,GZ,10.4,0,0
01,009,AL,BLOUNT,0102,GRASS,BAHIA,BHI,FG,191,0,0
01,009,AL,BLOUNT,0102,GRASS,BAHIA,BHI,GZ,162.6,0,0
01,009,AL,BLOUNT,0083,PEPPERS,BANANA,BAN,FH,0.5,0,0
01,009,AL,BLOUNT,0156,POTATOES SWEET,BEAUREGARD,BEA,FH,8.1,0,0
01,009,AL,BLOUNT,0047,BEANS,BUTTER,BUT,FH,51.5,0,0
01,009,AL,BLOUNT,0083,PEPPERS,CAYENNE,CAY,FH,0.2,0,0
01,009,AL,BLOUNT,0034,PEACHES,CLING PEACHES,CLI,FH,29.7,0,0
01,009,AL,BLOUNT,0102,GRASS,COASTAL BERMUDA,BCS,FG,2597.1,0,0
01,009,AL,BLOUNT,0102,GRASS,COASTAL BERMUDA,BCS,GZ,615.9,0,0
01,009,AL,BLOUNT,0102,GRASS,COASTAL BERMUDA,BCS,LS,15.6,0,0
01,009,AL,BLOUNT,4000,GREENS,COLLARDS,COL,FH,12.4,0,0
01,009,AL,BLOUNT,0132,CUCUMBERS,COMMON,COM,FH,2,0,0
01,009,AL,BLOUNT,0080,MILLET,COMMON,COM,FG,7,0,0
01,009,AL,BLOUNT,0081,SOYBEANS,COMMON,COM,GR,2472.1,0,0
01,009,AL,BLOUNT,0757,WATERMELON,COMMON,COM,FH,0.3,0,0
01,009,AL,BLOUNT,0102,GRASS,COMMON BERMUDA,BCM,FG,1184.9,0,0
01,009,AL,BLOUNT,0102,GRASS,COMMON BERMUDA,BCM,GZ,1272.8,0,0
01,009,AL,BLOUNT,0102,GRASS,COMMON BERMUDA,BCM,LS,14.6,0,0
01,009,AL,BLOUNT,0083,PEPPERS,CUBANELLS,CUB,FH,0.1,0,0
01,009,AL,BLOUNT,0254,PLUMS,EARLY,ERL,FH,1.9,0,0
01,009,AL,BLOUNT,0318,EGGPLANT,EUROPEAN,EUR,FH,0.1,0,0
01,009,AL,BLOUNT,0102,GRASS,"FESCUE, TALL",FTA,FG,2374.5,0,0
01,009,AL,BLOUNT,0102,GRASS,"FESCUE, TALL",FTA,GZ,10571.7,0,0
01,009,AL,BLOUNT,0102,GRASS,"FESCUE, TALL",FTA,LS,514.6,0,0
01,009,AL,BLOUNT,0034,PEACHES,FREESTONE PEACHES,FRE,FH,32.2,0,0
01,009,AL,BLOUNT,0087,TOMATOES,GRAPE,GRP,FH,5.3,0,0
01,009,AL,BLOUNT,0047,BEANS,GREEN,GRN,FH,1,0,0
01,009,AL,BLOUNT,0083,PEPPERS,GREEN BELL,GRN,FH,4.1,0,0
01,009,AL,BLOUNT,0087,TOMATOES,HYBRID,HYB,FH,11.8,0,0
01,009,AL,BLOUNT,0102,GRASS,HYBRID BERMUDA,BGH,FG,80.7,0,0
01,009,AL,BLOUNT,0102,GRASS,HYBRID BERMUDA,BGH,GZ,0,0,0
01,009,AL,BLOUNT,0116,CABBAGE,HYBRID CABBAGE,HYB,FH,0.8,0,0
01,009,AL,BLOUNT,0757,WATERMELON,ICE BOX/SUGAR BABIES,SUG,FH,0,0,0
01,009,AL,BLOUNT,0147,PUMPKINS,JACK-O-LANTERN,JAC,FH,1,0,0
01,009,AL,BLOUNT,0083,PEPPERS,JALAPENO,JAL,FH,2.9,0,0
01,009,AL,BLOUNT,0757,WATERMELON,JUBILEE,JUB,FH,14.7,0,0
01,009,AL,BLOUNT,0053,GRAPES,MUSCADINE,MUS,FH,1,0,0
01,009,AL,BLOUNT,0102,GRASS,NATIVE,NAG,FG,4.8,0,0
01,009,AL,BLOUNT,0102,GRASS,NATIVE,NAG,GZ,43.2,0,0
01,009,AL,BLOUNT,0102,GRASS,NATIVE,NAG,LS,56.3,0,0
01,009,AL,BLOUNT,0296,MIXED FORAGE,NATIVE GRASS INTERSEEDED,NSG,LS,6.9,0,0
01,009,AL,BLOUNT,0132,CUCUMBERS,PICKLING,PKL,FH,2.8,0,0
01,009,AL,BLOUNT,0087,TOMATOES,PLUM,PLM,FH,2.5,0,0
01,009,AL,BLOUNT,0083,PEPPERS,POBLANO,POB,FH,0,0,0
01,009,AL,BLOUNT,0047,BEANS,POLE,PLE,FH,0.2,0,0
01,009,AL,BLOUNT,0067,PEAS,PURPLE HULL,PHL,FH,1.5,0,0
01,009,AL,BLOUNT,0084,POTATOES,REDS,RED,FH,0,0,3
01,009,AL,BLOUNT,0075,PEANUTS,RUNNER PEANUTS,RUN,GP,255.2,0,0
01,009,AL,BLOUNT,0011,WHEAT,SOFT RED WINTER,SRW,FG,20.7,0,0
01,009,AL,BLOUNT,0011,WHEAT,SOFT RED WINTER,SRW,GR,263.4,0,0
01,009,AL,BLOUNT,0757,WATERMELON,STRIPED,STR,FH,0,0,0
01,009,AL,BLOUNT,0050,SORGHUM FORAGE,SUDEX,SUD,FG,42.5,0,0
01,009,AL,BLOUNT,0155,SQUASH,SUMMER SQUASH,SUM,FH,13.5,0,0
01,009,AL,BLOUNT,0041,CORN,SWEET,SWT,FH,5.7,0,0
01,009,AL,BLOUNT,0142,ONIONS,"SWEET, EARLY",SWE,FH,2,0,0
01,009,AL,BLOUNT,4000,GREENS,TURNIP,TUR,FH,22.7,0,0
01,009,AL,BLOUNT,0041,CORN,YELLOW,YEL,GR,558,210.6,0
01,009,AL,BLOUNT,0155,SQUASH,ZUCCHINI SQUASH,ZUC,FH,2.4,0,0
01,009,AL,BLOUNT,0110,BROCCOLI,,,FH,0.8,0,0
01,009,AL,BLOUNT,0099,CRP,,,1,3.5,0,0
01,009,AL,BLOUNT,0099,CRP,,,10,302.9,0,0
01,009,AL,BLOUNT,0099,CRP,,,11,450.7,0,0
01,009,AL,BLOUNT,0099,CRP,,,12,3.5,0,0
01,009,AL,BLOUNT,0099,CRP,,,22,1.6,0,0
01,009,AL,BLOUNT,0099,CRP,,,3,167.1,0,0
01,009,AL,BLOUNT,0099,CRP,,,30,92.6,0,0
01,009,AL,BLOUNT,0099,CRP,,,38,1.4,0,0
01,009,AL,BLOUNT,0099,CRP,,,4,18.9,0,0
01,009,AL,BLOUNT,0099,CRP,,,46,100.8,0,0
01,009,AL,BLOUNT,0099,CRP,,,64,59.4,0,0
01,009,AL,BLOUNT,0101,FALLOW,,,,328.3,0,0
01,009,AL,BLOUNT,0772,HOME GARDEN,,,,25.4,0,0
01,009,AL,BLOUNT,0273,LESPEDEZA,,,FG,23.2,0,0
01,009,AL,BLOUNT,0250,NECTARINES,,,FH,1,0,0
01,009,AL,BLOUNT,0286,OKRA,,,FH,1.4,0,0
01,009,AL,BLOUNT,0094,RYE,,,GR,3.5,0,0
01,009,AL,BLOUNT,0154,STRAWBERRIES,,,FH,9.9,0,0
01,009,AL,BLOUNT,7158,TOMATILLOS,,,FH,6.2,0,0
01,009,AL,BLOUNT,7506,"TREES, TIMBER",,,,242.8,0,0
01,009,AL,BLOUNT,0105,TURN AREAS,,,,239.5,0,0
